what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1572802788250
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1572802788250
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1572802788250
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1572802788251
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1572802788251
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1572802788252
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1572802788252
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1572802788252
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1572802788252
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1572802788253
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1572802788253
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1572802788253
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1572802788254
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1572802788254
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1572802788254
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1572802788255
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1572802788255
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1572802788255
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1572802788256
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1572802788257
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1572802788257
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1572802788258
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1572802788258
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1572802788259
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1572802788260
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1572802788260
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1572802788260
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1572802788260
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1572802788261
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1572802788261
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1572802788261
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1572802788262
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1572802788262
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1572802788262
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1572802788263
started,bundle,com.altera.sbtgui.integration,13.0.0.156,"com.altera.sbtgui.integration",1572802788263
started,bundle,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch",1572802788263
started,bundle,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.project",1572802788264
started,bundle,com.altera.sbtgui.ui,13.0.0.156,"com.altera.sbtgui.ui",1572802788264
started,bundle,com.altera.systemconsole,13.0.0.156,"com.altera.systemconsole",1572802788264
started,bundle,com.altera.systemconsole.designs.plugin,13.0.0.156,"com.altera.systemconsole.designs.plugin",1572802788264
started,bundle,com.altera.utilities,13.0.0.156,"com.altera.utilities",1572802788268
os,sysinfo,,,"win32",1572802788269
arch,sysinfo,,,"x86",1572802788269
ws,sysinfo,,,"win32",1572802788269
locale,sysinfo,,,"zh_CN",1572802788269
processors,sysinfo,,,"12",1572802788269
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1572802788269
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1572802788269
java.specification.name,sysinfo,,,"Java Platform API Specification",1572802788269
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1572802788269
java.specification.version,sysinfo,,,"1.6",1572802788269
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1572802788269
java.version,sysinfo,,,"1.6.0_23",1572802788269
java.vm.info,sysinfo,,,"mixed mode",1572802788269
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1572802788269
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1572802788269
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1572802788269
java.vm.specification.version,sysinfo,,,"1.0",1572802788269
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1572802788269
java.vm.version,sysinfo,,,"19.0-b09",1572802788269
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572802789059
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572802799503
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1572802799535
started,bundle,com.altera.sbtgui.core,13.0.0.156,"com.altera.sbtgui.core",1572802804327
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1572802804451
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1572802804569
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1572802804573
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1572802804574
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1572802804574
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572802804904
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1572802902199
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1572802902231
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1572802902983
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1572802903723
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572802908621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572802917367
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572802919264
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1572802919274
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1572802921746
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1572802921771
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1572802921923
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1572802922329
activated,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1572802925695
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1572802933143
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572802959112
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572802962519
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1572802962536
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1572802968485
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1572802968634
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1572802973288
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1572802973288
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1572802973299
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572802975135
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572802998075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803004992
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803010200
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1572803012105
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1572803012110
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1572803020521
activated,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1572803023518
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1572803023519
activated,perspective,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.CPerspective",1572803031676
activated,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1572803031691
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1572803031841
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1572803031859
activated,perspective,com.altera.sbtgui.ui,13.0.0.156,"com.altera.sbtgui.ui.cPerspective",1572803034485
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1572803050175
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1572803053442
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1572803053592
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803059422
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803069078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803069768
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803073240
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1572803079439
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803084030
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803100386
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1572803100396
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803121666
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803202795
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803212424
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803221405
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803221762
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803225268
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1572803226514
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1572803227767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803228146
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803230945
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1572803233779
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803238808
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803305895
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803307198
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803308118
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1572803312438
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803328891
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803330655
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1572803336303
started,bundle,com.altera.debug.cdi.gdb.plugin,13.0.0.156,"com.altera.debug.cdi.gdb.plugin",1572803341572
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803341851
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803341956
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803348250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803459370
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1572803459383
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1572803460146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803460839
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803510687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803511317
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803512417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803513872
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803514728
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1572803514744
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1572803515877
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803520608
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803522545
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803528883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803528976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803535172
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803636398
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1572803636412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803644273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803646163
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803652493
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803652589
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803654651
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803861534
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1572803861547
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1572803862389
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572803865985
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572804058264
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1572804059960
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572804064164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572804067989
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572804074079
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572804074143
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572804086648
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572804157540
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1572804157555
opened,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1572804159848
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1572804160018
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1572804160025
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1572804166065
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572804167145
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572804177382
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1572804177404
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572804178668
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572804361204
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1572804365483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572804370837
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572804381633
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1572804381645
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1572804383927
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1572804384208
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1572804388980
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1572804390658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572804418501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572804554094
started,bundle,com.altera.sbtgui.flash.plugin,13.0.0.156,"com.altera.sbtgui.flash.plugin",1572804555935
executed,command,com.altera.sbtgui.flash.plugin,13.0.0.156,"com.altera.sbtgui.flash.plugin.commands.flashCommand",1572804555936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572804556273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572805227831
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572805228816
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572805229867
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1572805229992
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1572805230215
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1572805230215
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.0.0.156,"com.altera.debug.cdi.gdb.plugin",1572805230215
stopped,bundle,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch",1572805231215
stopped,bundle,com.altera.sbtgui.ui,13.0.0.156,"com.altera.sbtgui.ui",1572805231215
stopped,bundle,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.project",1572805231215
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1572805231215
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1572805231215
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1572805231215
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1572805231215
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1572805231215
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1572805231215
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1572805231216
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1572805231216
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1572805231216
